db,schema,table,row_count,bytes,n_cols,n_numeric,n_date,signals
LIBRARY_META,CONNECT,MATCH_PAIRS,181002484,645997056,6,0,1,severity
LIBRARY_MARTS,HEALTH,HEALTH__FED_DEA_ARCOS,178598026,4220975104,33,6,2,city|count_meas|county|date_col|name_id|origin|seq_order|severity|state|zip
LIBRARY_RAW,LANDING,FED_DEA_ARCOS_FULL,178598026,6215635456,45,0,1,address|city|count_meas|county|date_col|entity_id|flag_bool|name_id|origin|seq_order|severity|state|zip
LIBRARY_MARTS,_RESTORE_20260731,UNCATEGORIZED__FED_DEA_ARCOS_FULL,178598026,5853900288,42,3,1,address|city|count_meas|county|date_col|entity_id|flag_bool|name_id|seq_order|severity|state|zip
LIBRARY_META,CONNECT,KEYSET_LIVE,176983257,1331630080,3,0,0,name_id
LIBRARY_META,CONNECT,KEYSET_SCRATCH,176983257,1441283584,3,0,0,name_id
LIBRARY_MARTS,FINANCE,FINANCE__FED_SEC_13F_POSITIONS,101261252,1737058816,15,0,0,amount|entity_id|severity
LIBRARY_RAW,LANDING,FED_SEC_13F_HOLDINGS,101261252,1780405248,19,0,1,amount|entity_id|origin|severity
LIBRARY_MARTS,UNCATEGORIZED,UNCATEGORIZED__FED_SEC_13F_POSITIONS,101261252,1869078528,15,3,0,amount|entity_id|severity
LIBRARY_META,CONNECT,SPINE_KEYSET,84382504,481965568,3,0,0,name_id|severity
LIBRARY_META,CONNECT,ENTITY_INDEX,84382504,3054176768,10,1,0,count_meas|origin|severity
LIBRARY_META,CONNECT,CONNECT_NODES,84382504,1728774656,6,0,1,name_id|severity
LIBRARY_META,CONNECT,SPINE_KEYSET_LIVE,84382504,412034048,3,0,0,name_id|severity
LIBRARY_MARTS,FINANCE,FINANCE__FED_FEC_INDIV_CONTRIBUTIONS,84172112,2835296256,15,2,1,amount|city|count_meas|date_col|name_id|severity|state|zip
LIBRARY_RAW,LANDING,FED_FEC_INDIV_CONTRIBUTIONS,84172112,2819981824,24,1,0,amount|city|count_meas|date_col|name_id|origin|severity|state|zip
LIBRARY_RAW,LANDING,FED_COURTLISTENER_DOCKETS,71677647,6832513024,57,0,1,amount|count_meas|date_col|dest|entity_id|name_id|origin|rate_meas|severity
LIBRARY_RAW,LANDING,FED_NOAA_AIS,58106517,1510587392,22,1,0,date_col|lat|lon|origin|severity
LIBRARY_MARTS,MARITIME,MARITIME__FED_NOAA_AIS,58104610,2474664448,27,10,4,date_col|geom|lat|lon|name_id|origin|severity
LIBRARY_META,CONNECT_PRESPINE_20260730,KEYSET_SCRATCH,52497919,451326464,3,0,0,name_id
LIBRARY_META,CONNECT_BAK_20260730,KEYSET_LIVE,52497919,412196864,3,0,0,name_id
LIBRARY_META,CONNECT_BAK_20260730,KEYSET_SCRATCH,52497919,451326464,3,0,0,name_id
LIBRARY_META,CONNECT_PRESPINE_20260730,KEYSET_LIVE,52497919,412196864,3,0,0,name_id
LIBRARY_META,CONNECT,ENTITY_GOLDEN,33312349,1161829888,10,0,1,address|name_id|severity
LIBRARY_META,CONNECT,ENTITY_MAP,33312349,648613888,8,1,1,count_meas|origin|severity
